idx,conversation,class
225,"나 요즘 햄스터에 관심이 생겨버렸어 키키
햄스터? 쥐 같은 동물이 말하는 거지?
응 처음에는 징그러웠는데 보면 볼수록 귀엽던데? 하하
맞아 생긴 건 너무 귀여운데 한 번도 안 키워봤어!
햄스터 사진들 보면 다 치명적이게 생겼어 키키
맞아 특히 볼에 음식 저장해 놓는 거 너무 귀여워 키키
어? 너도 그 사진 본 거야!
나 그 사진 보고 햄스터에 꽂혔잖아!
진짜 한번 만져보고 싶을 만큼 귀엽잖아!
그러니까~ 혹시 햄스터는 어디서 분양받는 건지 알아?
햄스터는 대형마트도 있고 전문적인 곳도 있나?
나도 잘 모르겠지만 햄스터 분양받아볼까 해서 키키!
분양 받으면 나도 보여줄 거지?
당연하지 우리 집에 초대해줄게!
그럼 갈 때 햄스터 먹이 좀 사가야겠다!
그래 집들이 선물은 햄스터 용품으로 사오는 거다~ 하하
알겠어! 갈 때 두둑이 챙겨갈게!",일상 대화
226,"전세 구해야 하나 싶네 키키
누나 집에서 사실껀데 왜 갑자기
키키 이제 독립해야지 키키 집에 너무 있었네
독립 생각이 있으신 건가요?
옹 해야지 키키 원래 30되면 하려고 했는데 이러고 있네
근데 너무 비싸서 구하기가 쉽지 않죠
키키 진짜 키키 집에 있는 게 더 이득인 것 같기도 하고
그러니깐요 저도 그런 생각을 하며 있기는 하는데
키키 그러니까 진짜 키키 차라리 집에 있는 게 돈 버는 느낌
맞습니다 진짜 그래야 하는데 또 힘들기도 하고
진짜 키키 집에 있는 게 감사하긴 한데 이제 너무 컸다
키키 독립할 때다 감사하면서도 미안하다
누나 그럼 대구에는 계실 예정이신가요?
아니 난 대구를 떠나고 싶다 키키
네? 어디로? 혹시 청송? 형의 고향
키키 아니 거긴 안 가지 키키
다행이네요 대구에서 가까운 구미나?",일상 대화
227,"넌 무슨 운동 좋아하뉘?
나는 어제 부터 유산소를 하기로 했어
등산이나 캠핑은 별루니?
등산은... 내 취향 아니야
유산소라 함은 뛰어 다니니?
웅 저녁 안 먹고 뛰러 나가
왜 너 다이어트 하니?
어 뱃살이 너무 나온 거 같아서
그 시간이 너에게 주어진 자유구나? 키키
웅 운동이라도 해야 될 것 같아...
유산소 하면 정신도 맑아지는 거 같애
운동하니까 좀 살 거 같애
뭔가 기분 쳐질 때 아주 좋아
웅 바깥공기도 쐴 수 있고
너의 육아 스트레스를 거기다가 푸는구나 키키
어제 하루 했는데 좋은 거 같더라고 키키",일상 대화
228,"충남에서는 입주 후 자녀 2명 낳으면 아파트 임차료 전액 지원해주는 제도가 있대!
키키 그런 좋은 제도가 있어도 난 부산에 살고...
혼인 기간이 7년 이내이거나 만 6세 이하 자녀를 둔 무주택 신혼부부 기준이라네!
키키 하지만 우리는 결혼조차 하지 않았고... 미혼들을 위한 제도는 없냐고 ㅠㅠ
그런데 이런 제도들도 많은 사람들이 누리지 못하니까... 대부분 사람들은 무용지물이라 생각할 것 같다 ㅜ
나는 결혼하지 않아서 그런 제도가 있는지 조차 몰랐어
그니까... 요즘 비혼자들 비율이 많이 늘어나고 있는데... ㅜㅜ
어어 갈수 록 집 사기도 힘들고하니까 비혼 생각이 점점 커지는 듯
1인 가구들에 대한 혜택도 좀 많이 생겨났으면 좋겠다...ㅜㅜ
그래 ㅠㅠ 변화하는 사회에 맞춰서 제도가 만들어져야 되는데
맞다... 정말... 솔직히 저런 제도가 있어도... 애 2명 낳아 키우는 집이 많아지겠냐고! ㅜ
내말이 키키 저런 거 하나가 큰 도움을 주긴 하겠지만 키키
집값만 해결된다고 출산율이 올라가지는 않을 것 같다 ㅜ
당근! 애 키우는 돈도 진짜 만만치 않다구
그니까 한 두푼 드는 게 아닌데... 2명이나 낳아서 키우라는 건... 너무 무리다 ㅜ
응 그래서 다들 애 하나만 낳아서 잘 키우자 하잖아",일상 대화
229,"너 도대체 어떻게 면허 딴 거야 ㅠㅠ
왱? 언니 도로 주행 떨어졌어?
엉... ㅠㅜ 진짜 나는 운전 무서워서 못하겠어
ㄷㄷ 나도 기능 한 번 떨어졌었어
나도 기능 한 번 떨어지고 두 번째에 합격했어 ㅠㅜㅠㅜ 난 멍청이인가
아니야! 할 수 있을 거야 나도 합격했잖아!
아냐 나는 운전 이번에도 합격 못할지도 몰라 난 타고난 센스가 없나 봐
왜왜? 이번에 어려운 코스 걸렸어?
아니 우회전 하고 바로 4차선에서 1차선까지 차선을 옮기는 코스 걸렸는데 차가 너무 많아서 차선 변경을 다 못했어
헉... 어려운 코스 걸려서 그랬나 보네! 이번에 시험 볼 때는 쉬운 코스 걸릴 거야!
ㅠㅜ 세상에 운전하는 모든 분들이 존경스럽다ㅠ 그리고 너가 진짜 대단한 거 같아
엥?!?! 내가 뭘 했다고!
아니 독학으로 면허 딴 것 자체가 엄청 대단한 거지 ㅠㅠ
언니도 독학 아니야? 학원 다녀?
독학이긴 한데 나는 시내에 있는 실내 드라이빙존도 다니고 쏘카 빌리고 뭘 많이 했어
그래도! 학원 다니는 건 아니니까 언니도 독학이지",일상 대화
230,"헤헤 사랑해 아 영화 보고 싶당
영화관 안 간지 진짜 오래다 ㅠ
나 진짜 코로나 터지고 한번도 안 가봤어
영화관에서 팝콘 너무 먹구 싶다
아 인정 ㅠㅠ 진짜 못 간지 한 이년 된 건가 이제 ...
난 원래 영화 나오기만 하면 무조건 영화관 직행이었는데
요즘 영화 슬슬 개봉 많이 하더라
맞앙 ... 가고 싶게 ...
난 넷플에 뜨면 볼 거야 ... 영화관 안 가
넷플도 솔직히 은근 볼 꺼 많아
근데 풍요 속의 빈곤이야.
많은 영화가 있는데 보고 싶은 게 없어
웨이브도 많더라 키키
티빙이랑 이런 거 많이 생기는 거 같아
나 티빙은 결제 한지 오래됐었고 웨이브도 한 일 년 썼는데 요즘 볼 시간 없어서 둘 다 끊었어
나중에 시간 나면 다시 정기권 결제해야지
넷플 나두 결제 한지 엄청 오래됐는뎅
맞아 넷플도 결제 한지 오래됐는데 그것 만큼은 포기 안 함
나두 키키 재미있는 거 없나 요즘에 ㅠ
요즘 오징어게임 보느라 다른 건 볼 생각도 못해서 모르겠어 ㅠㅠ
난 다 봤어 디피랑 오징어게임 키키",일상 대화
231,"내일 동생 백신 2차 맞는다는데 걱정이네
동생 1차 때 고생 좀 했다 그랬지?
응응 일주일 가까이 힘들어 했지
걱정이네
괜찮아야 할 텐데 말이야
그러니까 키키
너무 부작용이 사바사여가지고...
미리 약 사 놨어?
약 넉넉하게 준비해 놔
약은 집에 1통 반 정도 있는데 혹시 모르니까 더 사 놔야 하나 키키
응응 더 사 놔 키키
남아도 괜찮으니까
키키 별다른 부작용 없이 나처럼 수월하게 넘어갔으면 좋겠다
키키 넌 2차 맞고 괜찮아서 다행이다
열도 없었지?
응 키키 온몸이 아프다가도 약 먹으면 괜찮아져가지고
진짜 다행이다 키키
의외네 너 많이 아플 줄 알았는데
키키 건강할수록 아프다더니 키키
난... 키키 이걸 참 좋아해야 할지 말아야 할지 키키
안 아팠던 걸로 만족해 ㅋ
난 1차, 2차 다 몸살을 앓아서 힘들었어
알지 알지
타지에서 혼자서 고생했어
아플 때 혼자 있으면 서럽잖아 키키
아니 그건 딱히 키키 괜찮았어",일상 대화
232,"아 맞아.
나 진짜 좋아하는데 *이가 안쳐줘
너는 너만 아는 여행팁 있어?
음 ... 계획은 앵간히 짜야 해
어느 정도 틀어짐이 있어야 여유로워
그럼 여행사 끼고 가는 여행은 싫어하겠네
아 난 패키지 여행 그런 거 진짜 별루 ...
그건 맞아
여행을 자유롭게 다녀야지
맞아
그리고 자유롭게 다니다 보면 뜻밖에 좋은 곳을 발견하기도 하고 그런 게 여행 아니겠냐구.
나만의 포토존 이런 거 막 찾고
맞아
내가 제일 기억에 많이 남은 여행이 무 계획으로 진짜 갑자기 막차 타고 삽교천 간 거였어
막차 타고 삽교천 가서 뭐 했는데?
눈 엄청 오는 날이었는데 가서 그냥 눈 밟으면서 바다 구경하고 불꽃놀이하고 조개 구이 먹고 숙소 들어가서 잤어
근데 그게 가장 기억에 남아.
하긴 여행 별거 없지
좋은 사람들이랑 가는 게 제일 좋아
맞아.
그래서 고등학교 친구들이랑 가고 싶은데 나만 좋아하나 봐 애들
같이 가려고를 안 해
그동안 친구들한테 잘 했어야지
나만큼 친구들 생각하는 사람이 어딨다고.
귀찮을까 봐 한 달에 한번 이상 카톡 답장 안하고.
어디든 여행 가고 싶다 제발",일상 대화
233,"일본에 규모 6.1의 지진이 발생했다네
또? 조용한 거 같더니 또 지진 발생했나
엉 키키 일본 수도권 지바현에서 발생했대
ㅠㅠ 피해 상황은 어떻테?
지금 피해 상황을 검토하고 있다 하더라 ...
아이고 ㅠㅜ
조용한 거 같더니 사건 사고가 발생했네
그러니까 그래도 쓰나미 우려는 없대 한편으론 다행이지
그래? 그거는 진짜 다행이네
쓰나미 한번 오면 집 날아가지 싶다
엉 엄청 피해 많이 보잖아
진도 5강부터 사람들이 뭔가 붙잡지 않고서는 걷기 힘든 정도라 하대
6.1이면 강한 것도 왔네 ㅠ
그러니까 일본은 지진 사건 사고가 엄청 많으니
엉 ㅠㅜ 일본은 지진 사건 사고가 제일 많찮아
그러니까...
문제야 정말
엉 피해도 없어야 될 텐데",일상 대화
234,"요즘 공부할 시간도 없어...
정말? 뭐가 그리 바빠 ㅠㅠ
혼자 하기 어려우면 학원이라도 다녀 봐
아니 학원도 너무 멀고 시간이 없어
그치 학원비도 진짜 비쌀걸 맞지?
맞아 . 그리고 타 지역에만 있어
학생 때 학원 다녔던 거 기억난다 키키 그땐 맘 편했지
키키 맞아 그리고 진짜 재밌고 좋았어
맞아 그때가 그립다 지금은 너무 컸음 키키
맞아... 학생 때로 돌아가고 싶다
그러게 키키 요즘 영어 공부하는데 학생 때로 돌아간 거 같음 키키
아 진짜 나도 영어 해야 하는데
너 고등학교 때 영어 몇 등급이었음?
나 8등급 키키 영어 포기 초등학교 때 함
아 웃기다 키키 나도 4등급이었어 고만고만하다
야 너가 내 두 배잖아 키키
야 4등급 밑엔 소용 없어 키키",일상 대화
235,"요즘 가정폭력 사건이 끊이지 않게 발생하고 있는 거 같아
아 나도 요즘 뉴스보면 가정폭력에 대한 사건 하나씩은 나오는 거 같아
근데 우리때는 솔직히 다 맞으면서 크지 않았어? 키키
직살나게 맞으면서 크긴 했지... 아직도 그때 그 일은 생생하게 기억나
그래? 엄청 많이 부모님한테 혼나 봤나봐?
말도 마... 진짜 많이 혼나면서 컸다...
제일 크게 혼났을 때가 언제인데?
초등학교때인가? 가족들이랑 차타고 바람 쐬러 가는데 뒷자석에서 내가 자고 있는데 옆에 동생이 발가락으로 내 콧구멍에 갖다놓고 장난치길래 눈 감은채로 배 잘못 때려서 아빠한테 죽도록 혼난 적 있어
키키 그건 동생이 진짜 잘못 했다...키키
아빠한테 나만 뺨 때리고 화내셔서 억울했다니까...
헐... 아버지한테 뺨을 맞았어? 엄청 아팠겠는데?...
그때가 처음이자 마지막으로 아빠한테 뺨 맞아봤다... 그래서 절대 잊지못함
그럴만 하겠네 키키 난 옛날에 누나랑 싸우다가 누나 때려서 아빠한테 뒤지게 혼났는데 키키
키키 넌 어떻게 아버지한테 혼났었어?
난 아빠가 몽둥이로 엎드려 뻗혀 한 다음에 엉덩이 죽도록 맞았음 키키
너희 아버지랑 우리 아버지랑 비슷한데? 나도 혼날 때 엉덩이 몽둥이나 회초리로 엄청 맞았었는데",일상 대화
236,"자동차 종류 잘 알아?
어 하하 차에 관심이 많아서
키키 부품도 다 알아?
대충은 알지 키키
차에 대해서 알아야 눈탱이 안 맞는다
키키 나중에 차 살 때?
차 살 때도 그렇고 수리할 때도 그렇고 하하
아 수리할 때 호갱 당한다는 말 많이 하더라 ㅠㅠ
어 ㅜㅜ 그래서 조금은 알고 가야 눈탱이 덜 맞는다
내가 차 사면 오빠야 부를게 키키
키키 알겠다
차 살 때 같이 가줄게
키키 같이 호갱 당하면 안 된데이
키키 어 키키 정장 입고 가야겠다 키키
키키 엉 조폭형님처럼 보이게
키키 덩치 좀 키워야겠네 키키
키키 호갱 당하면 그만큼 오빠야가 줘야 한데이
호갱 안 당하게 공부하고 가야겠네 키키",일상 대화
237,"니는 지금 직장 말고 다른 곳으로 이직할 생각 있나?
아닝, 다른 데 갈 수나 있을지도 모르겠다 키키
이직하는 것도 요즘엔 쉽지 않겠지?
여기 일한 지도 너무 오래됐고...
우리 나이가 결혼 적정기이니 ㅠ
나이도 있고... 스펙 좋은 사람들이 너무 많아서...
다른 회사에서 받아주기가 아무래도 쉽지가 않겠지
아... 맞다... 30대 여성들 안 뽑는 곳이 많다고 하더라구
금방 결혼해버리고 애 낳고 하면 회사에서도 손해잖아
그렇지... ㅜㅜ 이제 좀 쓸만하니 떠난다고 안 하나...
이러니까 결혼을 안 하고 애를 안 낳지 키키
그렇다... 진심... 경단녀라는 말도 왜 나왔겠노
그러니까 키키 ... 그렇게 사회 복귀하려면 캐셔, 간단한 영업 이런 것밖에 없다...
우리나라 직장 시스템이 비혼 비출산을 조장 하는 것 같다! ㅜ
아~예 전문직도 경단 되는 마당에 ㅠ
그니까... 맘 편하게 내 일 하는 게 제일 좋은 듯 ㅜㅜ
응... 본업 같은 나만의 부업이 있어야 하는데",일상 대화
238,"오빠야는 여행 갈 때 자연 쪽으로 가는 편이야?
자연 좋치 키키 가서 불멍도 때리고
키키 불멍 티비로도 때릴 수 있는 거 아낭?
키키 분위기가 다르잖아 키키 가서 하면 더 좋아
유튜브에 불멍 치면 키키 엄청 많이 나오던데
키키 니가 뭘 모르네 자연 쪽으로 가서 하면 다르다는 걸 느낀다
키키 휴양지는 안 좋아 하나?
휴양지는 여름에 가고 자연은 가을 겨울이 좋은 거 같다
아 키키 가을이 진짜 좋을 것 같다
글치 키키 지금 가면 딱 좋겠네
키키 엉 귀뚜라미 소리랑 개구리 소리랑 다 들리겠다
키키 귀뚜라미랑 개구리 잡을 수 있나?
아니 키키 난 그런 거 진짜 극혐 한다
키키 갑자기 니한테 달라붙으면 어쩌노
키키 그러면 방방 뛰어야지 키키
키키 니가 털어 내야지",일상 대화
239,"형은 헬스 다니나?
아니 키키 헬스 말고 유도 다니고 있다
유도 지금 다니고 있나?
어 키키 일주일에 두 번 정도 가서 운동한다
성인반이 따로 있나?
내가 다니는 곳은 다 같이 배운다 키키
아 유아부 초등부 성인부 이래 안 나눠지고?
키키 애기들은 따로 있디 초등부까지는 따로 운동해
아 키키 그럼 중고등부랑 같이 하는 거가?
어 키키 체급 좋은 애들이 왜 이리 많은지
키키 요새 애들 엄청 잘 먹고 엄청 크잖아 키키
키키 덩치가 다들 좋터라 고등학생이 내보다 더 크고 덩치가 좋아
키키 함부로 덤비다가 큰일 나겠는데?
키키 어 키키 눈 마주치면 피해야지
키키 뼈도 못 추리지 싶다
키키 그때 너가 와서 이겨줘야지",일상 대화
